Disk,磁碟,
Mem,m,
Sess,塞斯,
Show more information about this resource,显示有关此资源的更多信息,
Learn how to use this resource in less than a minute by watching this video.,观看此视频，在不到一分钟的时间内了解如何使用此资源。,
"&lt;ul&gt;,,,,,,","&lt;ul&gt;,,,,,、",
Database Instance – ,数据库实例,
Click for a deeper analysis in Database Performance Analyzer.,单击以在数据库性能分析器中进行更深入的分析。,
Total Query Execution Time,查询总执行时间,
Database Advisor,数据库顾问,
Share on Total Instance Execution Time,分享实例执行总时间,
You must enter DPA administrator credentials to create a new dedicated account in DPA so that SolarWinds Orion can access DPA data. DPA administrator credentials are stored to log you in automatically if you switch to DPA from inside the Orion Web Console.,您必须输入DPA管理员凭据才能在DPA中创建新的专用帐户，以便SolarWinds Orion可以访问DPA数据。如果您从Orion Web控制台内部切换到DPA，则会存储DPA管理员凭据以自动登录。,
Learn more about DPA Integration with Orion,了解有关DPA与Orion集成的更多信息,
Why do we need administrator credentials?,为什么我们需要管理员凭证? ,
Connecting to the DPA Server(s) is taking longer than usual.,连接到DPA服务器所花费的时间比平时更长。,
How can I fix this?,我怎样才能解决这个问题? ,
DPA database instances and Orion Platform nodes can represent the same database servers. DPA tries to automatically discover as many of these relationships as possible.,DPA数据库实例和Orion Platform节点可以代表相同的数据库服务器。 DPA尝试自动发现尽可能多的这些关系。,
"When integrated, DPA and the Orion Platform provide a comprehensive performance overview since they both monitor slightly different sets of performance metrics. ,,,,,","集成后，DPA和Orion Platform可以提供全面的性能概述，因为它们都监视稍微不同的一组性能指标。 ,,,,,",
Learn More about Relationships,了解有关关系的更多信息,
"thwack features helpful resources, tips, and downloads from over 20,000 network engineers","thwack具有有用的资源，技巧以及从20,000多家网络工程师处下载的内容",
DPA thwack Forum,DPA thwack论坛,
Discover relationships between database instances in Orion and DPA. Find database clients and add resources with performance statistics that will help you troubleshoot.,发现Orion和DPA中的数据库实例之间的关系。查找数据库客户端并添加具有性能统计信息的资源，这将帮助您进行故障排除。,
{0} database instances mapped to Orion,{0}个数据库实例已映射到Orion,
Integrate with DPA server,与DPA服务器集成,
Database Performance Analyzer Integration,数据库性能分析器集成,
"&lt;b&gt;It seems like you haven't linked any DPA servers yet.&lt;/b&gt; Link an existing DPA server with the Orion web console and utilize features like database performance monitoring, alerts, and reports directly in the web console.",&lt;b&gt;您似乎尚未链接任何DPA服务器。&lt;/b&gt;将现有DPA服务器与Orion Web控制台链接，并直接在Web控制台中利用数据库性能监视，警报和报告等功能。,
Value from last interval,最后间隔的值,
"When you create a relationship between a database and application, two things happen:",当您在数据库和应用程序之间创建关系时，会发生两件事:,
The database and application have a relationship in the Environment View.,数据库和应用程序在环境视图中具有关系。,
What happens when you create a relationship?,建立关系时会发生什么? ,
Show advisors from Database Performance Analyzer for the most expensive queries of the top 5 database instances.,向数据库性能分析器显示顾问，以查询前5个数据库实例中最昂贵的查询。,
No database instance assigned in DPA.,没有在DPA中分配数据库实例。,
1. Select Application Views,1.选择应用程序视图,
2. Select Database Instances,2.选择数据库实例,
Blocked Sessions,被阻止的会话,
Blocking Sessions,封锁会议,
Blocked Sessions Last Hour,上一小时被阻止的会话,
Total Time Blocked,总封锁时间,
Total Time Blocking,总时间限制,
Show only default tab,仅显示默认标签,
"All other tabs will be hidden. This option is useful when you want to display this resource on a Network Operations Center (NOC) view, which is designed to provide status overviews without user interactions. If the selected default tab is not available for the specific database type, the first tab will be displayed instead.",所有其他标签将被隐藏。当您想在网络运营中心（NOC）视图上显示此资源时，此选项很有用，该视图旨在提供状态概述而无需用户交互。如果所选的默认选项卡不适用于特定的数据库类型，则将显示第一个选项卡。,
Select default tab:,选择默认标签:,
The availability of tabs for different databases.,不同数据库的选项卡的可用性。,
The Databases tab is not available for Oracle databases.,“数据库”选项卡不适用于Oracle数据库。,
The Nodes tab is not available for DB2 databases.,“节点”选项卡不适用于DB2数据库。,
Unexpected error while trying to connect to the server. Please try again later.,尝试连接到服务器时发生意外错误。请稍后再试。,
1. Select Node in the Orion Platform,1.在Orion平台中选择Node,
2. Select Application in the Orion Platform,2.在Orion平台中选择应用程序,
Show applications that communicate with database instances.,显示与数据库实例通信的应用程序。,
"Each application can be expanded, and you will get a list of database instances with key performance indicators (KPI).",可以扩展每个应用程序，您将获得带有关键性能指标（KPI）的数据库实例列表。,
Configure Client Applications,配置客户端应用程序,
"Open the Manage Relationships page, and get more statistics about database clients. On the Client Applications tab, you can see application using the discovered database instance. If the client applications using this database instance are not there, you can create the relationship manually.",打开“管理关系”页面，并获取有关数据库客户端的更多统计信息。在“客户端应用程序”选项卡上，您可以使用发现的数据库实例查看应用程序。如果不存在使用该数据库实例的客户端应用程序，则可以手动创建关系。,
Discovery Application on Database Clients,数据库客户端上的发现应用程序,
No applications have been mapped to this database instance.,没有应用程序已映射到该数据库实例。,
"If Database Performance Analyzer is integrated with SAM, you can see the monitored applications that query this database instance.",如果Database Performance Analyzer与SAM集成在一起，则可以查看查询该数据库实例的受监视应用程序。,
Learn more about the benefits of SAM and DPA integration,了解有关SAM和DPA集成的好处的更多信息,
Several nodes were found with the same IP address. Select the one that represents the database instance.,找到多个具有相同IP地址的节点。选择一个代表数据库实例的实例。,
I want to select from all nodes.,我想从所有节点中选择。,
Client Applications,客户应用,
"Histograms of waits by queries, wait types, applications, databases, nodes, or database users",查询，等待类型，应用程序，数据库，节点或数据库用户的等待直方图,
Database Response Time,数据库响应时间,
"Which queries need to be improved for performance, and how?",需要提高哪些查询的性能，以及如何改进? ,
Advisors,顾问,
An overview of blocking and blocked sessions for the last 60 minutes,最近60分钟内阻止和阻止的会话概述,
Blockers for the last hour,最后一小时的封锁,
Performance,性能,
"Gain deeper insight into the database instance covered by this application monitor with SolarWinds Database Performance Analyzer (DPA). With SolarWinds DPA monitoring your database instances, you can see:",使用SolarWinds Database Performance Analyzer（DPA）来更深入地了解此应用程序监视器所覆盖的数据库实例。通过SolarWinds DPA监视数据库实例，您可以看到:,
Learn more about DPA Integration with the SolarWinds Orion Platform,了解有关DPA与SolarWinds Orion平台集成的更多信息,
Begin monitoring the database instances using [START_LINK]SolarWinds DPA[END_LINK]. Contact your SolarWinds DPA administrator if you need assistance.,开始使用[START_LINK] SolarWinds DPA [END_LINK]监视数据库实例。如果需要帮助，请联系您的SolarWinds DPA管理员。,
Assign Database Instance,分配数据库实例,
"If the database instance covered by this application monitor is already being monitored by SolarWinds DPA, use the Relationship Management to map the relationship between your application and the instance monitoring conducted by DPA.",如果SolarWinds DPA已监视此应用程序监视器涵盖的数据库实例，请使用“关系管理”来映射您的应用程序与DPA进行的实例监视之间的关系。,
How can I get the resources?,我如何获得资源? ,
Database Performance Analyzer,数据库性能分析器,
Critical CPU issue(s) detected,检测到严重的CPU问题,
Critical disk issue(s) detected,检测到严重磁盘问题,
Critical memory issue(s) detected,检测到严重内存问题,
Critical query issue(s) detected,检测到关键查询问题,
Critical session issue(s) detected,检测到关键会话问题,
Critical wait time issue(s) detected,检测到严重的等待时间问题,
No performance issue(s) detected,未检测到性能问题,
Powered by DPA,由DPA提供支持,
Server Status,服务器状态,
{0} {1} up to {2},{0} {1}至{2},
{0} today up to {1},今天{0}到{1},
{0} yesterday up to {1},昨天{0}到{1},
Monitor is down; wait time not measured,显示器关闭；等待时间未计算,
Wait Time,等待时间,
CPU warning(s) detected,检测到CPU警告,
Disk warning(s) detected,检测到磁盘警告,
Memory warning(s) detected,检测到内存警告,
Query warning(s) detected,检测到查询警告,
Session warning(s) detected,检测到会话警告,
Wait time warning(s) detected,检测到等待时间警告,
Current Activity,当前活动,
Database I/O,数据库I/O,
Database Performance Tools,数据库性能工具,
View Trends,查看趋势,
The total number of sessions that have been blocked within the past hour.,过去一小时内被阻止的会话总数。,
The total number of sessions that have blocked another session within the past hour.,过去一个小时内阻止其他会话的会话总数。,
"The total amount of time that sessions were blocked within the past hour. Multiple sessions can be blocked by the same process at the same time. For example, Session A can block Sessions B and C. In this case,"" the """"time blocked"""" will be twice as long as the """"time blocking.""""",过去一个小时内会话被阻止的总时间。可以同时通过同一进程阻止多个会话。例如：，会话A可以阻止会话B和C。在这种情况下，““时间阻止””的长度是“时间阻止”的两倍。,
"The total amount of time that sessions have blocked other sessions within the past hour. One session can block multiple sessions simultaneously. For example, Session A can block Session B, which then blocks Session C. In this case Sessions A and B contribute to blocking time, and sessions B and C contribute to time blocked.",在过去一个小时内，会话阻止其他会话的总时间。一个会话可以同时阻止多个会话。例如：，会话A可以阻止会话B，然后会话B将阻止会话C。在这种情况下，会话A和B造成阻塞时间，会话B和C造成阻塞时间。,
Show Blocked Sessions,显示被阻止的会话,
Show Blocking Sessions,显示阻止会话,
"DPA did not send data for this time period. If this resource typically receives regular updates, make sure DPA is correctly monitoring the database instance.",DPA在此时间段内未发送数据。如果此资源通常收到定期更新，请确保DPA正确监视数据库实例。,
Monitor is down; cannot detect CPU issues,显示器关闭；无法检测到CPU问题,
Monitor is down; cannot detect disk issues,显示器关闭；无法检测到磁盘问题,
Monitor is down; cannot detect memory issues,显示器关闭；无法检测到内存问题,
Monitor is down; cannot detect query issues,显示器关闭；无法检测到查询问题,
Monitor is down; cannot detect session issues,显示器关闭；无法检测会话问题,
Monitor is down; cannot detect wait time issues,显示器关闭；无法检测到等待时间问题,
Database Performance Analyzer knows this query as SQL {0},数据库性能分析器将此查询称为SQL {0},
Advice to improve this query performance,改善此查询性能的建议,
Historical Charts,历史图表,
Checking whether Database Performance Analyzer knows this query...,正在检查数据库性能分析器是否知道此查询...,
"Select a node that represents this DB instance in the Orion server. If this node is found on more than one application that can potentially represent this DB instance, you will be able to choose.",在Orion服务器中选择一个代表该数据库实例的节点。如果在多个可能代表此数据库实例的应用程序中找到此节点，则可以选择。,
DB Instance:,数据库实例:,
Currently Selected Node:,当前选定的节点:,
Update Relationship,更新关系,
License Allocation,许可证分配,
License Management,许可证管理,
Actions with Relationships,有关系的行动,
You cannot see the relationships with database instances for the applications listed below because there are no database instances on the DPA server. You must register them in Database Performance Analyzer.,您无法看到下面列出的应用程序与数据库实例的关系，因为DPA服务器上没有数据库实例。您必须在数据库性能分析器中注册它们。,
"CPU, memory, disk I/O, and session statistics",CPU，内存，磁盘I/O和会话统计信息,
Queries from {0} to:,从{0}到以下查询:,
"Click Add DPA Server to map applications to their database clients. It finds many of these relationships automatically. If there are relationships that are not found, you can add them on the Manage Relationships page.",单击添加DPA服务器以将应用程序映射到其数据库客户端。它会自动找到许多这些关系。如果没有找到关系，则可以在“管理关系”页面上添加它们。,
Discovering database clients related to applications,发现与应用程序相关的数据库客户端,
"Remove this view鈥?/value>,,,,,,","删除此视图。value&gt;,,,,,",
Don鈥檛 want to see this view anymore? [LINK]Click here to edit home tab[/LINK] and move – atabases鈥?from the right column to the left column.,不想再看到此视图了吗?  [LINK]点击此处编辑主页标签[[LINK]，并将“悲哀数据库”从右列移至左列。,
"Set up the integration with DPA and map the relationships between databases, queries, and applications.",设置与DPA的集成，并映射数据库，查询和应用程序之间的关系。,
Set up the integration with DPA,设置与DPA的集成,
Getting Started Guide,入门指南,
DPA is a separate product that takes about five minutes to install and configure.,DPA是单独的产品，大约需要五分钟的时间来安装和配置。,
Download and Install DPA,下载并安装DPA,
Watch the video to see how integrating with DPA pinpoints database bottlenecks and shows how database issues affect application performance.,观看视频，了解如何与DPA集成来查明数据库瓶颈，并说明数据库问题如何影响应用程序性能。,
Why Integrate with DPA?,为什么要与DPA集成? ,
Please select the DPA database instance that represents this Application,请选择代表此应用程序的DPA数据库实例,
Assign Database Instance from DPA,从DPA分配数据库实例,
Please select the node that represents this database instance in the Orion Web Console:,请在Orion Web控制台中选择代表此数据库实例的节点:,
Assign Node,分配节点,
The Wait Instruments tab is available only for MySQL.,“等待仪器”选项卡仅适用于MySQL。,
The Operations tab is available only for MySQL.,“操作”选项卡仅适用于MySQL。,
The Waits tab is not available for MySQL,“等待”选项卡不适用于MySQL,
The Wait (States) tab is available only for MySQL.,等待（状态）选项卡仅适用于MySQL。,
Learn how to install and configure DPA before integrating with the Orion Platform,与Orion Platform集成之前，了解如何安装和配置DPA,
Manage Relationships,管理关系,
Manage Client Applications Relationships,管理客户端应用程序关系,
Manage Database Instances Relationships,管理数据库实例关系,
Database Instances,数据库实例,
The DPA server failed to connect to the Orion Web Console by its hostname or IP address.,DPA服务器无法通过其主机名或IP地址连接到Orion Web Console。,
Check this link for more information about version compatibility.,检查此链接以获取有关版本兼容性的更多信息。,
"To see statistics for applications on database clients, you must install Server &amp; Application Monitor (SAM) 6.2.1 or later.",要查看数据库客户端上应用程序的统计信息，您必须安装Server＆amp;应用程序监视器（SAM）6.2.1或更高版本。,
Go to Databases Summary,转到数据库摘要,
Review Relationships,审查关系,
You can manage the integration between the SolarWinds Orion server and multiple Database Performace Analyzer (DPA) servers here.,您可以在此处管理SolarWinds Orion服务器和多个Database Performace Analyzer（DPA）服务器之间的集成。,
Unexpected Error Occurred,发生意外错误,
All changes were reverted. Please try again later or contact support.,所有更改均已还原。请稍后重试或联系支持。,
Hostname/IP Address,主机名IP地址,
No DPA server integrated. Start by adding your first DPA server [STARTLINK]here[ENDLINK].,没有集成DPA服务器。首先在[STARTLINK]此处[ENDLINK]添加第一台DPA服务器。,
Hide Help,隐藏帮助,
Show Help,显示帮助,
"If you have not installed Database Performance Analyzer (DPA), you can learn how to install and configure the DPA Server before integrating with the Orion Platform.",如果尚未安装数据库性能分析器（DPA），则可以学习与Orion Platform集成之前如何安装和配置DPA Server。,
Get Database Performance Analyzer now,立即获取数据库性能分析器,
Where can I get Database Performance Analyzer?,在哪里可以获得数据库性能分析器? ,
Remove integration,删除整合,
DPA Server – ,DPA服务器-? ,
DPA Server Name,DPA服务器名称,
The DPA server will be displayed under this name,DPA服务器将以该名称显示,
"Ports 17776,17777, and 17778 must be open between DPA and Orion. DPA server must be running",在DPA和Orion之间必须打开端口17776、17777和17778。 DPA服务器必须正在运行,
Link your Database Performance Analyzer (DPA) server to your SolarWinds Orion server,将您的数据库性能分析器（DPA）服务器链接到您的SolarWinds Orion服务器,
Display name is required,显示名称为必填项,
Add DPA Server,添加DPA服务器,
DPA Summary,DPA摘要,
Save Application,保存应用程序,
DPA Server,DPA服务器,
Relationship Management.,关系管理。,
"To manage relationships between databases and applications, go to ",要管理数据库和应用程序之间的关系，请转到,
Address,地址,
{0} DB Instance(s) in critical state,{0}个数据库实例处于严重状态,
Database Issues,数据库问题,
DB Instances,数据库实例,
DPA Version,DPA版本,
No issue(s) detected,未检测到问题,
Server Name,服务器名称,
{0} DB Instance(s) in warning state,{0}个数据库实例处于警告状态,
Cannot load data.,无法加载数据。,
Assign/Add Database Instance ,AssignnAdd数据库实例,
Learn more about Server &amp; Application Monitor,进一步了解Server＆amp;应用监控,
Assign License in DPA,在DPA中分配许可证,
Database instance is not licensed,数据库实例未获得许可,
Connect to DPA Server,连接到DPA服务器,
Do not show this again,不再显示,
"To get this functionality, you must:",要获得此功能，您必须:,
"Build consensus between system and storage administrators, developers, and database professionals",在系统和存储管理员，开发人员以及数据库专业人员之间建立共识,
Get expert advice on slow queries affecting database and application performance,获得有关影响数据库和应用程序性能的慢查询的专家建议,
Pinpoint the exact cause of database bottlenecks,查明数据库瓶颈的确切原因,
Integration With Database Performance Analyzer (DPA),与数据库性能分析器（DPA）集成,
Download DPA,下载DPA,
DPA is a separate product that takes about &lt;b&gt;five minutes&lt;/b&gt; to install and configure.,DPA是一个单独的产品，大约需要&lt;b&gt;5分钟&lt;/b&gt;进行安装和配置。,
1. Download and install DPA,1.下载并安装DPA,
Start by establishing a connection to your DPA server in DPA Server Management by clicking the button below.,通过单击下面的按钮，在DPA Server Management中建立与DPA服务器的连接开始。,
2. Integrate with DPA server,2.与DPA服务器集成,
An error occurred during saving settings.,保存设置期间发生错误。,
Application Dependency Mapping (ADM) was not found. Client Applications relationships will not be automatically discovered. Please install SAM 6.3 or later.,找不到应用程序依赖关系映射（ADM）。客户端应用程序关系将不会自动发现。请安装SAM 6.3或更高版本。,
Use Default Orion Address,使用默认Orion地址,
There is a connectivy issue to the DPA server {0}.,DPA服务器{0}存在连接问题。,
Learn more about new features in {0},在{0}中了解有关新功能的更多信息,
"A new resource is added to the application. It provides information about the database instances the application communicates with, including wait time statistics for queries and key metrics from DPA.",新资源将添加到应用程序。它提供有关应用程序与之通信的数据库实例的信息，包括查询的等待时间统计信息和来自DPA的关键指标。,
Here is what the new resource looks like:,这是新资源的样子:,
DPA has discovered these potential relationships between databases and applications. Select the relationships you want to establish and Save.,DPA已发现数据库与应用程序之间的这些潜在关系。选择要建立的关系并保存。,
Blocking Impact,阻碍影响,
Failover Mode,故障转移模式,
Primary Replica,主副本,
Role,角色,
DB Storage Summary,数据库存储摘要,
Manage Storage Relationships,管理存储关系,
"To see statistics for storage, you must install Storage Resource Monitor (SRM).",要查看存储的统计信息，必须安装存储资源监视器（SRM）。,
Learn more about Storage Resource Monitor,了解有关存储资源监视器的更多信息,
Configure Storage Object,配置存储对象,
No storage object has been mapped to this database instance.,没有存储对象已映射到该数据库实例。,
Select Database Instance,选择数据库实例,
Select Storage Object,选择存储对象,
Install [STARTLINK]Storage Resource Manager[ENDLINK] on your Orion server and start monitoring your arrays.,在您的Orion服务器上安装[STARTLINK] Storage Resource Manager [ENDLINK]，然后开始监视阵列。,
Map the storage object  to the database instances via [STARTLINK]Storage Relationships Management[ENDLINK].,通过[STARTLINK]存储关系管理[ENDLINK]将存储对象映射到数据库实例。,
The relationships between your databases and storage objects in the Environment View.,数据库与环境视图中的存储对象之间的关系。,
If a database performance problem is being caused by a storage object,如果数据库性能问题是由存储对象引起的,
Which databases are affected by a storage capacity or performance issue.,哪些数据库受存储容量或性能问题影响。,
"Database performance is dependent on the storage object it is running on. By mapping your database instances to the storage object monitored by SolarWinds Storage Resource Manager, you can see:",数据库性能取决于运行它的存储对象。通过将数据库实例映射到SolarWinds Storage Resource Manager监视的存储对象，您可以看到:,
The database and storage object have a relationship in the Environment view.,数据库和存储对象在“环境”视图中具有关系。,
"The Database Storage Summary view is populated with data, showing the capacity and performance status for all the storage objects you've mapped to databases.",“数据库存储摘要”视图填充了数据，显示了已映射到数据库的所有存储对象的容量和性能状态。,
"The DB Storage subview under each database is populated with data, showing the capacity and performance status of the storage objects you've mapped to that particular database.",每个数据库下的DB Storage子视图都填充有数据，显示了已映射到该特定数据库的存储对象的容量和性能状态。,
"When you create a relationship between a database and storage object, a few things happen:",当您在数据库和存储对象之间创建关系时，会发生一些事情:,
Read,读,
Total,总,
Write,写,
Data set,资料集,
milliseconds,毫秒,
Latest Deadlocks,最新死锁,
Number of Sessions,会话数,
Wait Time Impact,等待时间的影响,
s,s,
Show More in DPA,在DPA中显示更多,
Please go to the new,请去新的,
DPA Server Management page,DPA服务器管理页面,
This page is no longer in use.,该页面不再使用。,
Filter by,过滤,
All DB Types,所有数据库类型,
The Deadlocks tab is only available for SQL Server and Azure SQL databases.,“死锁”选项卡仅适用于SQL Server和Azure SQL数据库。,
"Add database wait time and metric data from DPA to any Orion PerfStack chart, allowing you to mix and match data from applications, network, and infrastructure with wait time performance metrics.",将DPA中的数据库等待时间和度量标准数据添加到任何Orion PerfStack图表中，使您可以将应用程序，网络和基础结构中的数据与等待时间性能度量标准进行混合和匹配。,
Support for Performance Analysis Dashboard (PerfStack),支持性能分析仪表板（PerfStack）,
Pull metrics from multiple databases into a single chart,将多个数据库中的指标提取到单个图表中,
Drag Zoom to any time range you want,将“缩放”拖动到所需的任何时间范围,
Search for strings within SQL statements,在SQL语句中搜索字符串,
"Every instance monitored by DPA has a new resource that shows Top Root Blockers, Top Waiters and Deadlocks, with links to additional information in DPA.",DPA监视的每个实例都有一个新资源，其中显示了“最高根阻止者”，“最高服务员”和“死锁”，以及指向DPA中其他信息的链接。,
Blocking and Deadlock Resource,阻塞和死锁资源,
"DPA now has three wait time statuses (green, yellow and red) that are propagated to Orion.",DPA现在具有三个等待时间状态（绿色，黄色和红色），这些状态会传播到Orion。,
Improved Database Status,改善数据库状态,
The DPA Integration Module no longer requires another Orion module to be licensed and installed first.,DPA集成模块不再需要先获得另一个Orion模块的许可并进行安装。,
Standalone Installer,独立安装程序,
Learn more about relationship management,了解有关关系管理的更多信息,
AVG APPLICATION RESPONSE TIME,平均应用程序响应时间,
AVG NETWORK RESPONSE TIME,平均网络响应时间,
TOTAL DATA VOLUME,总数据量,
BY APPLICATION,按应用,
Quality of Experience Application Stats,体验质量应用统计,
TOTAL # OF TRANSACTIONS,交易总数,
QOE APPLICATION,QOE应用,
QoE Sensor,QoE传感器,
Orion Quality of Experience Settings,Orion体验质量设置,
QoE Management,质量管理,
Manage QoE applications and sensors.,管理QoE应用程序和传感器。,
Global Packet Analysis Sensor Settings,全局数据包分析传感器设置,
QoE Thresholds,QoE阈值,
Show Data from Sensor(s):,显示来自传感器的数据:,
Packet-level application data can only be collected on nodes with an agent installed AND the Packet-level statistics poller resource enabled.,只能在安装了代理程序并且启用了数据包级统计轮询器资源的节点上收集数据包级应用程序数据。,
"Specifies the URL of the traffic to watch, for example:",指定要监视的流量的URL，例如：:,
Collecting Data On,收集数据,
Monitoring  [On/Off],监视[OnnOff],
URL Filter,网址过滤器,
Productivity Rating,生产率等级,
Risk Level,风险等级,
Watched Destination Nodes,监视的目标节点,
Specify the critical and warning thresholds for each statistic,为每个统计信息指定关键和警告阈值,
You must deploy agents to capture critical application data.,您必须部署代理程序以捕获关键的应用程序数据。,
Manage QoE Application,管理QoE应用程序,
Enabling QoE Applications lets you capture and analyze packet-level data for that application.,启用QoE应用程序使您可以捕获和分析该应用程序的数据包级数据。,
Manage Quality of Experience (QoE) Applications,管理体验质量（QoE）应用程序,
Manage Quality of Experience (QoE) Packet Analysis Sensors,管理体验质量（QoE）数据包分析传感器,
"{0}"""" Category Details",“” {0}“”类别详细信息,
"Productivity Rating """"{0}"""" Details",生产率等级“” {0}“”详细信息,
"Risk Level """"{0}"""" Details",风险级别“'{0}'”详细信息,
QoE Settings,QoE设置,
Manage QoE Applications,管理QoE应用程序,
Manage QoE Packet Analysis Sensors,管理QoE数据包分析传感器,
Number of Items:,项目数:,
Value is required,值是必需的,
Value out of range,值超出范围,
-All Categories-,-所有类别-,
-All Productivity Ratings-,-所有生产力等级-,
-All Risk Levels-,-所有风险等级-,
&lt;b&gt;Category:&lt;/b&gt;,&lt;b&gt;类别:&lt;/b&gt;,
&lt;b&gt;Productivity Rating:&lt;/b&gt;,&lt;b&gt;生产率等级:&lt;/b&gt;,
&lt;b&gt;Risk Level:&lt;/b&gt;,&lt;b&gt;风险等级:&lt;/b&gt;,
Average Data Volume,平均数据量,
Average # of Transactions/min,平均交易数,
Average Application Response Time,平均应用响应时间,
Peak Value,峰值,
Average Network Response Time,平均网络响应时间,
Quality of Experience Application Details,体验质量应用程序细节,
Choose a pre-configured application,选择一个预先配置的应用程序,
Create a new HTTP application,创建一个新的HTTP应用程序,
Specify Nodes,指定节点,
application is,应用程序是,
Required,需要,
There are no QoE Applications exceeding thresholds for the time range specified.,在指定的时间范围内，没有QoE应用程序超过阈值。,
There are no QoE Application statistics for the time range specified.,指定的时间范围内没有QoE应用程序统计信息。,
Selected Nodes,选定的节点,
Add Nodes,添加节点,
Choose Nodes,选择节点,
"Sensors can be deployed on &lt;b&gt;Windows Server 2008 64 bit&lt;/b&gt; or later, or &lt;b&gt;Windows 7 64 bit&lt;/b&gt; or later. &amp;nbsp; 32 bit operating systems are not supported. &lt;br/&gt;Don't see the node you want? ",传感器可以部署在&lt;b&gt;Windows Server 2008 64位&lt;/b&gt;或更高版本，或&lt;b&gt;Windows 7 64位&lt;/b&gt;或更高版本上。 ＆amp;nbsp;不支持32位操作系统。 &lt;br/&gt;没有看到您想要的节点? ,
Please choose at least one QoE node,请至少选择一个QoE节点,
Choose Node,选择节点,
Add Nodes to Monitor,添加要监视的节点,
Select QoE Applications,选择QoE应用程序,
Choose the QoE Applications that you want to monitor.,选择要监视的QoE应用程序。,
Selected QoE Applications,某些QoE应用,
Data collected,收集资料,
"Not sure which packet analysis sensor to use? &amp;nbsp; &amp;raquo; &lt;a href=""""{0}"""" target=""""_blank""""&gt;Help me choose&lt;/a&gt;","不确定要使用哪个数据包分析传感器?  ＆amp;nbsp;＆amp;raquo;&lt;a href=""""{0}"""" target=""""_blank""""&gt;帮我选择&lt;/a&gt;",
Packet analysis sensor type,数据包分析传感器类型,
"Installs an agent and QoE sensor on the selected 64-bit Windows servers, then collects packet data locally on those servers.",在选定的64位Windows服务器上安装代理程序和QoE传感器，然后在这些服务器上本地收集数据包数据。,
Installs an agent and QoE sensor on dedicated 64-bit Windows servers monitoring SPAN or mirror ports. &amp;nbsp;Collects packet data for any specified nodes/applications sending traffic through the monitored port.,在监视SPAN或镜像端口的专用64位Windows服务器上安装代理程序和QoE传感器。 ＆nbsp;为通过监视端口发送流量的任何指定节点应用程序收集数据包数据。,
"Nodes to deploy """"Server"""" Packet Analysis Sensors on",在其上部署“服务器”数据包分析传感器的节点,
Configure Application,配置应用,
Monitoring,监控方式,
[Choose],[选择],
"Applications are automatically detected and monitored, if there is enough traffic. You can also manually specify that traffic for this application be collected on certain nodes.",如果流量足够大，将自动检测和监视应用程序。您还可以手动指定在某些节点上收集此应用程序的流量。,
Must choose at least one node to collect application packet data.,必须至少选择一个节点来收集应用程序包数据。,
"Choose the nodes for which you want to collect """"{0}"""" application traffic.",选择要为其收集“'{0}'“应用程序流量的节点。,
Available Nodes,可用节点,
Nodes Collecting Data,节点收集数据,
We recommend waiting until several days worth of data has been collected before setting thresholds.,我们建议您设置阈值之前，要等待几天的数据收集完毕。,
ADD QOE APPLICATIONS,添加QOE应用程序,
"Choose from a list of pre-defined applications, or define your own applications to monitor.",从预定义的应用程序列表中选择，或定义自己的应用程序进行监视。,
NO APPLICATIONS ARE MONITORED,没有应用程序受到监控,
Add Quality of Experience Applications,增加体验质量的应用程序,
Thresholds Default Values,阈值默认值,
For device '{0}':,对于设备'{0}':,
MB ({0}MB total available),MB（总共可用{0} MB）,
CPU Cores:,CPU核数:,
Do Not Exceed,不要超过,
Interface to capture QoE data,捕获QoE数据的接口,
Memory:,记忆:,
# of cores,核心数,
IP Address or Hostname:,IP地址或主机名:,
Network Packet Analysis Sensor,网络数据包分析传感器,
Server Packet Analysis Sensor,服务器数据包分析传感器,
"&lt;a href=""""#""""&gt;Download the Orion Packet Collector VM&lt;/a&gt; and install it on the desired Linux device.","&lt;a href=""""#""""&gt;下载Orion Packet Collector VM &lt;/a&gt;并将其安装在所需的Linux设备上。",
2. Enter IP address of VM:,2.输入虚拟机的IP地址:,
Use special Orion Linux VM to collect data on a span port,使用特殊的Orion Linux VM在跨接端口上收集数据,
Use Windows node that is monitoring a span port (must be Orion node),使用正在监视跨接端口的Windows节点（必须是Orion节点）,
Application Response Time (ART),应用程序响应时间（ART）,
Network Response Time (NRT),网络响应时间（NRT）,
{0},{0},
qoe,oe,
QoE,质量,
"Select nodes for which you want the sensor """"&lt;b&gt;{0}&lt;/b&gt;"""" to collect Quality of Experience application data.",选择您希望传感器““ &lt;b&gt;{0} &lt;/b&gt;”“收集质量体验应用程序数据的节点。,
IP Address or Hostname,IP地址或主机名,
Add Selected Nodes,添加选定的节点,
